ID,label
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,1
11,1
12,1
13,0
14,1
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,0
29,0
30,0
31,0
32,1
33,0
34,1
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,0
49,0
50,0
51,1
52,1
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,0
61,0
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,0
88,1
89,1
90,1
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,1
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,1
141,1
142,0
143,0
144,0
145,0
146,0
147,1
148,1
149,1
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,1
158,0
159,0
160,0
161,0
162,1
163,1
164,0
165,0
166,0
167,0
168,1
169,0
170,1
171,0
172,1
173,0
174,0
175,0
176,1
177,0
178,0
179,0
180,0
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,1
199,0
200,0
201,1
202,1
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,1
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,1
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,1
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,1
274,0
275,1
276,0
277,1
278,0
279,0
280,0
281,1
282,0
283,0
284,1
285,0
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,1
316,0
317,0
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,1
335,1
336,0
337,0
338,1
339,0
340,0
341,0
342,0
343,0
344,1
345,0
346,1
347,0
348,1
349,0
350,0
351,1
352,0
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,1
363,1
364,0
365,1
366,1
367,0
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,1
376,1
377,1
378,1
379,1
380,0
381,1
382,0
383,0
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0
396,1
397,1
398,1
399,1
400,0
401,1
402,1
403,0
404,1
405,0
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,0
414,1
415,1
416,0
417,0
418,1
419,1
420,1
421,1
422,0
423,0
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,0
432,1
433,1
434,1
435,0
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,0
484,1
485,1
486,0
487,1
488,1
489,1
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,0
501,1
502,1
503,0
504,1
505,0
506,0
507,1
508,1
509,1
510,1
511,0
512,0
513,1
514,1
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,1
524,1
525,0
526,1
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,0
559,1
560,1
561,1
562,1
563,0
564,1
565,1
566,0
567,0
568,1
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,0
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,0
603,1
604,1
605,0
606,0
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,1
618,1
619,1
620,1
621,1
622,1
623,0
624,1
625,1
626,1
627,1
628,1
629,1
630,0
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,0
643,1
644,0
645,1
646,1
647,1
648,1
649,1
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,0
664,0
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,0
673,1
674,1
675,0
676,1
677,0
678,0
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,1
696,0
697,0
698,0
699,1
700,0
701,1
702,0
703,1
704,0
705,0
706,1
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,1
716,0
717,1
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,1
739,1
740,1
741,1
742,0
743,0
744,1
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,0
754,0
755,0
756,0
757,1
758,1
759,0
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,1
771,1
772,0
773,1
774,0
775,0
776,0
777,1
778,1
779,1
780,0
781,1
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,1
809,0
810,0
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,1
824,1
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,1
849,1
850,0
851,1
852,0
853,1
854,1
855,0
856,0
857,0
858,0
859,1
860,1
861,0
862,0
863,1
864,0
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,1
874,1
875,0
876,0
877,0
878,1
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,1
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,1
926,1
927,0
928,0
929,0
930,0
931,0
932,0
933,1
934,0
935,0
936,1
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,1
951,1
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,0
987,0
988,1
989,0
990,0
991,0
992,1
993,0
994,0
995,0
996,1
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,0
1068,1
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,1
1081,0
1082,0
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,1
1090,1
1091,0
1092,0
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,1
1109,1
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,0
1153,1
1154,0
1155,1
1156,0
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,1
1183,0
1184,1
1185,1
1186,0
1187,0
1188,1
1189,0
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,0
1204,0
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,1
1229,1
1230,1
