ID,label
0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,1
40,1
41,0
42,0
43,1
44,0
45,0
46,0
47,0
48,1
49,0
50,0
51,0
52,1
53,1
54,1
55,1
56,1
57,0
58,0
59,0
60,0
61,0
62,1
63,1
64,1
65,0
66,1
67,1
68,0
69,0
70,0
71,0
72,1
73,0
74,1
75,0
76,1
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,0
88,1
89,1
90,0
91,0
92,0
93,0
94,0
95,1
96,1
97,1
98,0
99,1
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,0
112,0
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,0
123,0
124,1
125,0
126,0
127,0
128,1
129,1
130,1
131,1
132,0
133,1
134,0
135,1
136,1
137,0
138,0
139,0
140,0
141,0
142,1
143,1
144,1
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,1
172,1
173,1
174,0
175,1
176,1
177,0
178,0
179,1
180,0
181,1
182,0
183,1
184,0
185,0
186,0
187,1
188,1
189,0
190,0
191,0
192,1
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,1
207,0
208,0
209,0
210,0
211,1
212,0
213,1
214,0
215,0
216,0
217,1
218,0
219,0
220,0
221,0
222,1
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,1
234,1
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,1
245,0
246,1
247,0
248,0
249,1
250,0
251,0
252,0
253,1
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,1
279,1
280,0
281,1
282,0
283,0
284,0
285,0
286,0
287,1
288,1
289,0
290,0
291,1
292,0
293,1
294,0
295,1
296,0
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,1
315,1
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,0
324,1
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,1
343,0
344,0
345,0
346,1
347,1
348,1
349,1
350,0
351,0
352,1
353,1
354,0
355,0
356,1
357,1
358,1
359,1
360,0
361,0
362,1
363,1
364,1
365,0
366,0
367,1
368,1
369,0
370,1
371,0
372,1
373,1
374,1
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,0
383,1
384,1
385,0
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,0
401,0
402,0
403,1
404,0
405,0
406,1
407,0
408,0
409,1
410,1
411,1
412,1
413,0
414,0
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,0
423,1
424,1
425,1
426,1
427,0
428,0
429,1
430,1
431,1
432,1
433,1
434,0
435,0
436,1
437,0
438,0
439,1
440,1
441,1
442,0
443,1
444,0
445,1
446,1
447,1
448,1
449,0
450,0
451,1
452,1
453,0
454,1
455,1
456,1
457,0
458,1
459,1
460,1
461,1
462,0
463,0
464,1
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,1
473,0
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,1
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,0
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,1
525,0
526,1
527,1
528,0
529,0
530,1
531,1
532,0
533,1
534,1
535,0
536,1
537,1
538,0
539,1
540,0
541,1
542,1
543,1
544,1
545,1
546,0
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,1
565,1
566,1
567,0
568,1
569,0
570,1
571,1
572,1
573,1
574,1
575,0
576,1
577,0
578,0
579,0
580,1
581,0
582,0
583,1
584,1
585,1
586,1
587,1
588,0
589,1
590,0
591,0
592,1
593,0
594,0
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,1
608,1
609,1
610,0
611,1
612,1
613,1
614,1
615,0
616,1
617,1
618,1
619,1
620,1
621,1
622,0
623,0
624,1
625,1
626,1
627,1
628,1
629,0
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,0
638,1
639,1
640,1
641,1
642,1
643,1
644,0
645,0
646,0
647,1
648,1
649,0
650,1
651,1
652,1
653,0
654,1
655,1
656,1
657,1
658,1
659,1
660,0
661,1
662,1
663,0
664,1
665,0
666,0
667,1
668,1
669,1
670,0
671,1
672,1
673,1
674,0
675,1
676,0
677,1
678,0
679,1
680,1
681,0
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,1
691,0
692,1
693,0
694,0
695,1
696,1
697,1
698,1
699,1
700,0
701,1
702,0
703,1
704,0
705,1
706,1
707,1
708,0
709,1
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,0
744,1
745,0
746,1
747,0
748,1
749,0
750,0
751,0
752,1
753,0
754,0
755,1
756,0
757,0
758,0
759,0
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,0
773,0
774,1
775,0
776,1
777,0
778,0
779,1
780,0
781,1
782,0
783,0
784,1
785,1
786,1
787,1
788,1
789,0
790,0
791,1
792,1
793,0
794,1
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,1
809,0
810,0
811,1
812,1
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,1
823,1
824,1
825,1
826,0
827,0
828,0
829,0
830,0
831,1
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,0
849,1
850,0
851,1
852,0
853,0
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,1
863,1
864,0
865,0
866,0
867,1
868,0
869,1
870,0
871,1
872,0
873,0
874,0
875,0
876,1
877,1
878,0
879,0
880,0
881,0
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,1
896,0
897,0
898,1
899,0
900,0
901,0
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,1
913,0
914,1
915,0
916,1
917,0
918,0
919,0
920,0
921,0
922,1
923,0
924,1
925,1
926,1
927,0
928,1
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,1
937,0
938,0
939,0
940,1
941,1
942,1
943,0
944,0
945,1
946,0
947,0
948,0
949,0
950,1
951,0
952,0
953,1
954,1
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,1
964,1
965,1
966,0
967,0
968,0
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,1
982,0
983,0
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,1
994,1
995,1
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,0
1044,1
1045,0
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,0
1059,1
1060,0
1061,0
1062,0
1063,0
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,1
1085,0
1086,1
1087,0
1088,1
1089,1
1090,0
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,0
1111,1
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,1
1138,1
1139,1
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,0
1161,1
1162,1
1163,0
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,1
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,0
1195,1
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,1
1204,0
1205,0
1206,0
1207,1
1208,0
1209,0
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,0
1225,0
1226,1
1227,1
1228,1
1229,1
1230,1
